,Stocks,Industry,LastPrice,Change,PctChange,MktCap,URL,Ticker
0,Invesco G-ETF,,4568.00,39.20,0.87,52.0,https://www.moneycontrol.com/india/stockpricequote/invescoindiagoldexchangetradedfund/invescoindiagoldexchangetradedfund/RGE,IVZINGOLD.NS
1,SBI Gold ETF,,44.72,0.28,0.63,3.0,https://www.moneycontrol.com/india/stockpricequote/sbimutualfundgoldexchangetradedscheme/sbimutualfundgoldexchangetradedscheme/SBI16,SETFGOLD.NS
2,HDFC Gold ETF,,44.78,0.23,0.52,7.0,https://www.moneycontrol.com/india/stockpricequote/hdfcmutualfundgoldexchangetradedfund/hdfcmutualfundgoldexchangetradedfund/HDF02,HDFCMFGETF.NS
3,IPRU Gold ETF,,44.86,0.23,0.52,2.0,https://www.moneycontrol.com/india/stockpricequote/iciciprudentialgoldetf/iciciprudentialgoldetf/ICI10,ICICIGOLD.NS
4,Nippon ETF Gold,,43.54,0.17,0.39,4.0,https://www.moneycontrol.com/india/stockpricequote/nipponindiaetfgoldbees/nipponindiaetfgoldbees/GBE,GOLDBEES.NS
5,Kotak MF-GETF,,43.59,0.00,0.00,2.0,https://www.moneycontrol.com/india/stockpricequote/kotakmutualfundgoldexchangetradedfund/kotakmutualfundgoldexchangetradedfund/KMF03,KOTAKGOLD.NS
