,Stocks,Industry,LastPrice,Change,PctChange,MktCap,URL,Ticker
118,Antarctica,Printing & Stationery,1.00,0.00,0.00,16.0,https://www.moneycontrol.com/india/stockpricequote/printingstationery/antarctica/A16,ANTGRAPHIC.NS
119,Bartronics,Miscellaneous,4.05,0.00,0.00,14.0,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/bartronicsindia/BI21,BARTRONICS.NS
120,Bkm industries,Packaging,1.25,0.00,0.00,8.0,https://www.moneycontrol.com/india/stockpricequote/packaging/bkmindustries/MI58,BKMINDST.NS
121,Maheshwari Logi,Miscellaneous,74.30,0.00,0.00,220.0,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/maheshwarilogistics/ML03,MAHESHWARI.NS
122,NK Industries,Edible Oils & Solvent Extraction,39.50,0.00,0.00,24.0,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/nkindustries/NKI,NKIND.NS
123,Shrenik,Miscellaneous,1.95,0.00,0.00,119.0,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/shrenik/S25,SHRENIK.NS
124,Sundaram Multi,Printing & Stationery,3.20,0.00,0.00,152.0,https://www.moneycontrol.com/india/stockpricequote/printingstationery/sundarammultipap/SMP02,SUNDARAM.NS
125,Vikas Life,Miscellaneous,5.20,0.00,0.00,692.0,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/vikaslifecare/VIKAS54265,VIKASLIFE.NS
126,KDDL,Miscellaneous,933.20,-0.10,-0.01,1189.0,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kddl/KDD,KDDL.NS
127,ICICI Securitie,Miscellaneous,499.30,-0.15,-0.03,16117.0,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/icicisecuritiesltd/ISL04,ISEC.NS
128,Kapston Service,,143.15,-0.10,-0.07,145.0,https://www.moneycontrol.com/india/stockpricequote/kapstonservices/kapstonservices/KFM,KAPSTON.NS
129,Matrimony.com,Miscellaneous,702.20,-0.50,-0.07,1609.0,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/matrimonycom/M20,MATRIMONY.NS
130,HDFC Life,Life & Health Insurance,573.65,-1.20,-0.21,121227.0,https://www.moneycontrol.com/india/stockpricequote/lifehealthinsurance/hdfclifeinsurancecompany/HSL01,HDFCLIFE.NS
131,IndiGrid InvIT ,Power - Generation & Distribution,142.99,-0.39,-0.27,10012.0,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/indigridinvitfund/IIF01,INDIGRID.NS
132,Bliss GVS,Pharmaceuticals,81.10,-0.25,-0.31,842.0,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/blissgvspharma/BGV,BLISSGVS.NS
133,Creative New,Miscellaneous,484.30,-1.50,-0.31,610.0,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/creativenewtech/CPD,CREATIVE.NS
134,AMSL,Hospitals & Medical Services,63.65,-0.20,-0.31,847.0,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/artemismedicareservices/ARTEM54291,ARTEMISMED.NS
135,SUMITOMO,,478.00,-1.55,-0.32,23859.0,https://www.moneycontrol.com/india/stockpricequote/sumitomochemicalindialimite/sumitomochemicalindialimite/SUMIC54292,SUMICHEM.NS
136,Sandesh,,774.60,-2.70,-0.35,586.0,https://www.moneycontrol.com/india/stockpricequote/sandesh/sandesh/S01,SANDESH.NS
137,Fine Organics,Miscellaneous,6122.05,-22.45,-0.37,18770.0,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/fineorganicsindustries/FOI,FINEORG.NS
138,Navneet,Printing & Stationery,136.80,-0.55,-0.40,3095.0,https://www.moneycontrol.com/india/stockpricequote/printingstationery/navneeteducation/NP01,NAVNETEDUL.NS
139,MCX India,Miscellaneous,1272.00,-5.25,-0.41,6487.0,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/multicommodityexchangeindia/MCE,MCX.NS
140,Bharat Dynamics,Miscellaneous,830.35,-4.60,-0.55,15219.0,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/bharatdynamicsltd/BDL01,BDL.NS
141,Stylam Ind,Miscellaneous,1144.70,-6.45,-0.56,1940.0,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/stylamindustries/GL02,STYLAMIND.NS
142,North Eastern,Transport & Logistics,26.50,-0.15,-0.56,133.0,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/northeasterncarryingcorporation/NEC01,NECCLTD.NS
143,Dishman Carboge,Miscellaneous,119.55,-0.70,-0.58,1874.0,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/dishmancarbogenamcis/DCA,DCAL.NS
144,MPS,Printing & Stationery,698.20,-4.10,-0.58,1194.0,https://www.moneycontrol.com/india/stockpricequote/printingstationery/mps/MI31,MPSLTD.NS
145,Cochin Shipyard,,377.00,-2.35,-0.62,4959.0,https://www.moneycontrol.com/india/stockpricequote/cochinshipyard/cochinshipyard/CS,COCHINSHIP.NS
146,Guj Amb Exports,,269.30,-1.70,-0.63,6176.0,https://www.moneycontrol.com/india/stockpricequote/gujaratambujaexports/gujaratambujaexports/GAE,GAEL.NS
147,GeeCee Ventures,,144.50,-0.95,-0.65,302.0,https://www.moneycontrol.com/india/stockpricequote/geeceeventures/geeceeventures/GCI05,GEECEE.NS
148,Greenpanel Ind,,447.20,-3.00,-0.67,5484.0,https://www.moneycontrol.com/india/stockpricequote/greenpanelindustrieslimited/greenpanelindustrieslimited/GREEN54285,GREENPANEL.NS
149,JITF Infralogis,Miscellaneous,148.10,-1.00,-0.67,381.0,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/jitfinfralogistics/JIT01,JITFINFRA.NS
150,Iris Clothings ,,195.80,-1.35,-0.68,319.0,https://www.moneycontrol.com/india/stockpricequote/irisclothings/irisclothings/IC01,IRISDOREME.NS
151,LIC India,,659.80,-4.85,-0.73,417323.0,https://www.moneycontrol.com/india/stockpricequote/lifeinsurancecorporationindia/lifeinsurancecorporationindia/LIC09,LICI.NS
152,Steel City Secu,Miscellaneous,60.95,-0.45,-0.73,92.0,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/steelcitysecurities/SCS09,STEELCITY.NS
153,Cheviot Company,Miscellaneous,1174.75,-8.70,-0.74,707.0,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/cheviotcompany/CC04,CHEVIOT.NS
154,Trejhara,Miscellaneous,68.65,-0.55,-0.79,81.0,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/trejharasolutionslimited/TREJH7605,TREJHARA.NS
155,Galaxy Surfacta,Miscellaneous,3243.75,-30.10,-0.92,11501.0,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/galaxysurfactantsltd/GSL06,GALAXYSURF.NS
156,Thomas Cook,Miscellaneous,75.05,-0.70,-0.92,3530.0,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/thomascookindia/TCI,THOMASCOOK.NS
157,Kaveri Seed,Miscellaneous,444.15,-4.15,-0.93,2590.0,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kaveriseedcompany/KSC01,KSCL.NS
158,Suumaya Ind.,Miscellaneous,42.55,-0.40,-0.93,260.0,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/suumayaindustries/SL19,SUULD.NS
159,Rushil Decor,,626.50,-5.90,-0.93,1247.0,https://www.moneycontrol.com/india/stockpricequote/rushildecor/rushildecor/RD02,RUSHIL.NS
160,Gateway Distri,Miscellaneous,67.70,-0.65,-0.95,3383.0,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/gatewaydistriparks/GD01,GATEWAY.NS
161,TML - D,Auto Ancillaries,227.80,-2.20,-0.96,11584.0,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/tatamotorsdvr/TATAM57000,TATAMTRDVR.NS
