,Stocks,Industry,LastPrice,Change,PctChange,MktCap,URL,Ticker
85,LG Balakrishnan,Auto Ancillaries,710.65,2.20,0.31,2231.0,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/lgbalakrishnanbrothers/LGB,LGBBROSLTD.NS
86,Bharat Road Net,Infrastructure - General,33.75,0.10,0.30,283.0,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/bharatroadnetwork/BRN,BRNL.NS
87,Greaves Cotton,Engines,175.10,0.50,0.29,4055.0,https://www.moneycontrol.com/india/stockpricequote/engines/greavescotton/GC20,GREAVESCOT.NS
88,Diamond Power,Cables - Power & Others,1.95,0.00,0.00,53.0,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/diamondpowerinfrastructure/DC05,DIAPOWER.NS
89,IMP Powers,Electric Equipment,7.40,0.00,0.00,6.0,https://www.moneycontrol.com/india/stockpricequote/electricequipment/imppowers/IMP02,INDLMETER.NS
90,Ujaas Energy,Power - Transmission & Equipment,3.10,0.00,0.00,62.0,https://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/ujaasenergy/S18,UJAAS.NS
91,SEPC,,8.95,0.00,0.00,1134.0,https://www.moneycontrol.com/india/stockpricequote/sepc/sepc/SE21,SEPC.NS
92,WS Industries,Electric Equipment,14.40,0.00,0.00,44.0,https://www.moneycontrol.com/india/stockpricequote/electricequipment/wsindustries/WSI,WSI.NS
93,Wendt,Abrasives,7773.35,-4.25,-0.05,1555.0,https://www.moneycontrol.com/india/stockpricequote/abrasives/wendtindia/WI05,WENDT.NS
94,KSB Pumps,Pumps,1942.50,-1.60,-0.08,6761.0,https://www.moneycontrol.com/india/stockpricequote/pumps/ksb/KSB,KSB.NS
95,Adani Ports,Infrastructure - General,850.90,-1.05,-0.12,179742.0,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/adaniportsspecialeconomiczone/MPS,ADANIPORTS.NS
96,CG Power ,Electric Equipment,219.70,-0.35,-0.16,33550.0,https://www.moneycontrol.com/india/stockpricequote/electricequipment/cgpowerindustrialsolutions/CG,CGPOWER.NS
97,Havells India,Electric Equipment,1379.80,-2.50,-0.18,86446.0,https://www.moneycontrol.com/india/stockpricequote/electricequipment/havellsindia/HI01,HAVELLS.NS
98,KEC Intl,Power - Transmission & Equipment,401.80,-0.95,-0.24,10330.0,https://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/kecinternational/KEC04,KEC.NS
99,Ador Welding,Electrodes & Graphite,889.35,-2.65,-0.30,1209.0,https://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/adorwelding/AW01,ADORWELD.NS
100,MEP Infra,Infrastructure - General,16.65,-0.05,-0.30,305.0,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/mepinfrastructuredevelopers/MID,MEP.NS
101,Aakash Explorat,Engineering - Heavy,12.40,-0.05,-0.40,126.0,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/aakashexplorationservices/AES01,AAKASH.NS
102,AIA Engineering,Castings & Forgings,2585.75,-10.90,-0.42,24389.0,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/aiaengineering/AIE01,AIAENG.NS
103,Salasar Techno ,Engineering,31.90,-0.15,-0.47,911.0,https://www.moneycontrol.com/india/stockpricequote/engineering/salasartechnoengineering/STE02,SALASAR.NS
104,GMR Infra,Infrastructure - General,39.20,-0.20,-0.51,23661.0,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/gmrinfrastructure/GI27,GMRINFRA.NS
105,OM Infra,Engineering,36.50,-0.20,-0.54,352.0,https://www.moneycontrol.com/india/stockpricequote/engineering/ominfra/OMM02,OMINFRAL.NS
106,Jupiter Wagons,Engineering,77.90,-0.45,-0.57,3018.0,https://www.moneycontrol.com/india/stockpricequote/engineering/jupiterwagons/CEB,JWL.NS
