,Stocks,Industry,LastPrice,Change,PctChange,MktCap,URL,Ticker
57,Ipca Labs,Pharmaceuticals,886.35,-3.50,-0.39,22487.0,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ipcalaboratories/IL,IPCALAB.NS
58,Alembic,Pharmaceuticals,72.90,-0.30,-0.41,1872.0,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alembic/A08,ALEMBICLTD.NS
59,Aarti Drugs,Pharmaceuticals,433.65,-2.10,-0.48,4016.0,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/aartidrugs/AD,AARTIDRUGS.NS
60,Ind-Swift Labs,Pharmaceuticals,59.40,-0.30,-0.50,351.0,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/indswiftlaboratories/ISL,INDSWFTLAB.NS
61,Ajanta Pharma,Pharmaceuticals,1346.30,-7.80,-0.58,17249.0,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ajantapharma/AP22,AJANTPHARM.NS
62,Alembic Pharma,Pharmaceuticals,640.00,-3.90,-0.61,12580.0,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alembicpharmaceuticals/AP35,APLLTD.NS
63,Ortin Labs,Pharmaceuticals,23.65,-0.15,-0.63,19.0,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ortinlaboratories/OL01,ORTINLAB.NS
64,TTK Healthcare,Pharmaceuticals,873.40,-5.80,-0.66,1234.0,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ttkhealthcare/TTK,TTKHLTCARE.NS
65,Hikal,Pharmaceuticals,331.50,-2.35,-0.70,4087.0,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/hikal/H05,HIKAL.NS
66,Biocon,Pharmaceuticals,292.80,-2.80,-0.95,35154.0,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/biocon/BL03,BIOCON.NS
67,Venus Remedies,Pharmaceuticals,212.75,-2.25,-1.05,284.0,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/venusremedies/VR01,VENUSREM.NS
68,Laurus Labs,Pharmaceuticals,562.85,-6.20,-1.09,30245.0,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lauruslabs/LL05,LAURUSLABS.NS
69,Orchid Pharma,Pharmaceuticals,314.75,-3.75,-1.18,1285.0,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/orchidpharma/OCP,ORCHPHARMA.NS
70,Jubilant Pharmo,Pharmaceuticals,328.30,-4.05,-1.22,5229.0,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/jubilantpharmova/JO03,JUBLPHARMA.NS
71,Piramal Enter,Pharmaceuticals,1020.35,-12.60,-1.22,24352.0,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/piramalenterprises/PH05,PEL.NS
72,Abbott India,Pharmaceuticals,18209.00,-233.25,-1.26,38693.0,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/abbottindia/AI51,ABBOTINDIA.NS
73,Beta Drugs,Pharmaceuticals,788.50,-11.50,-1.44,758.0,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/betadrugs/BD04,BETA.NS
74,Vivimed Labs,Pharmaceuticals,9.60,-0.15,-1.54,80.0,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/vivimedlabs/VL07,VIVIMEDLAB.NS
75,Kilitch Drugs,Pharmaceuticals,165.15,-3.00,-1.78,257.0,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/kilitchdrugsindia/KDI,KILITCH.NS
76,RPG Life,Pharmaceuticals,754.45,-19.95,-2.58,1248.0,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/rpglifesciences/RPG05,RPGLIFE.NS
77,Dr Lal PathLab,Pharmaceuticals,2369.20,-70.05,-2.87,19748.0,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/drlalpathlabs/DLP01,LALPATHLAB.NS
78,Nectar Life,Pharmaceuticals,23.20,-0.75,-3.13,520.0,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/nectarlifesciences/NL01,NECLIFE.NS
79,Medicamen Bio,Pharmaceuticals,1092.25,-40.10,-3.54,1334.0,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/medicamenbiotech/MB,MEDICAMEQ.NS
80,Neuland Lab,Pharmaceuticals,1216.65,-51.25,-4.04,1561.0,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/neulandlaboratories/NL,NEULANDLAB.NS
81,Parenteral Drug,Pharmaceuticals,3.10,-0.15,-4.62,9.0,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/parenteraldrugsindia/PDI01,PDPL.NS
82,Brooks Labs,Pharmaceuticals,136.30,-7.15,-4.98,337.0,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/brookslaboratories/BL,BROOKS.NS
